State,Day,Month,Year,Hour,Minute,Crash_Type,Speed_Limit,Road_User,Gender,Age
WA,27,May,1998,8,30,Single,110,Driver,Female,21
VIC,27,May,1998,17,30,Multiple,70,Passenger,Female,69
NSW,27,May,1998,20,5,Multiple,80,Driver,Female,46
VIC,28,May,1998,3,38,Multiple,60,Driver,Male,42
NSW,28,May,1998,12,25,Multiple,70,Passenger,Male,64
VIC,28,May,1998,13,10,Multiple,80,Passenger,Male,44
NSW,28,May,1998,18,55,Multiple,100,Bicyclist,Male,69
NSW,29,May,1998,4,10,Single,60,Driver,Male,32
NSW,29,May,1998,13,30,Single,60,Passenger,Male,51
WA,29,May,1998,14,40,Multiple,110,Driver,Female,20
VIC,30,May,1998,0,5,Single,60,Passenger,Male,16
NSW,30,May,1998,4,52,Single,60,Driver,Male,21
NSW,30,May,1998,6,25,Pedestrian,60,Pedestrian,Female,62
NSW,30,May,1998,10,0,Pedestrian,60,Pedestrian,Female,3
NSW,30,May,1998,11,35,Pedestrian,60,Pedestrian,Male,83
NSW,30,May,1998,16,50,Multiple,60,Driver,Male,47
VIC,30,May,1998,23,40,Multiple,60,Passenger,Male,21
VIC,31,May,1998,17,25,Multiple,60,Passenger,Female,60
VIC,31,May,1998,17,25,Multiple,60,Driver,Male,62
NSW,1,May,1997,15,45,Multiple,100,Passenger,Female,18
NT,2,May,1997,7,45,Single,80,Bicyclist,Female,6
VIC,2,May,1997,11,5,Multiple,100,Passenger,Male,82
VIC,2,May,1997,11,5,Multiple,100,Driver,Female,77
NSW,2,May,1997,14,0,Single,100,Driver,Female,31
QLD,2,May,1997,16,0,Multiple,60,Driver,Female,48
NT,2,May,1997,16,14,Pedestrian,80,Pedestrian,Male,29
NSW,2,May,1997,17,15,Multiple,-9,Driver,Female,64
VIC,2,May,1997,17,5,Multiple,70,Driver,Male,76
WA,2,May,1997,17,5,Multiple,60,Driver,Female,83
QLD,2,May,1997,19,0,Multiple,100,Driver,Male,26
QLD,2,May,1997,19,0,Multiple,100,Passenger,Male,1
VIC,2,May,1997,22,30,Multiple,60,Bicyclist,Male,46
WA,3,May,1997,1,0,Single,80,Driver,Male,23
NSW,3,May,1997,2,0,Single,80,Driver,Male,18
VIC,3,May,1997,2,30,Single,100,Driver,Male,49
NSW,3,May,1997,11,45,Pedestrian,80,Pedestrian,Female,82
QLD,3,May,1997,17,0,Multiple,60,Passenger,Male,20
SA,3,May,1997,18,0,Pedestrian,60,Pedestrian,Female,85
VIC,3,May,1997,19,30,Pedestrian,80,Pedestrian,Male,29
SA,3,May,1997,20,15,Multiple,60,Passenger,Female,21
NSW,4,May,1997,1,45,Single,60,Passenger,Male,36
WA,4,May,1997,4,30,Single,90,Driver,Male,62
NSW,4,May,1997,9,0,Multiple,100,Driver,Male,33
NSW,4,May,1997,14,0,Pedestrian,60,Pedestrian,Female,74
NSW,4,May,1997,20,15,Multiple,100,Driver,Male,38
VIC,4,May,1997,20,0,Pedestrian,110,Pedestrian,Male,31
QLD,4,May,1997,21,0,Multiple,60,Motor cycle rider,Male,26
VIC,5,May,1997,14,34,Multiple,60,Driver,Female,79
QLD,6,May,1997,7,0,Multiple,60,Motor cycle rider,Male,26
VIC,6,May,1997,14,20,Single,100,Driver,Male,77
NSW,6,May,1997,18,50,Pedestrian,60,Pedestrian,Male,60
NSW,7,May,1997,10,30,Multiple,100,Driver,Female,39
VIC,7,May,1997,12,9,Single,60,Passenger,Male,76
NSW,7,May,1997,15,12,Pedestrian,60,Pedestrian,Male,73
VIC,7,May,1997,15,45,Multiple,60,Bicyclist,Female,13
SA,7,May,1997,19,0,Single,110,Driver,Male,80
NSW,7,May,1997,21,30,Single,60,Driver,Male,17
VIC,8,May,1997,1,0,Single,80,Passenger,Male,24
VIC,8,May,1997,1,0,Single,80,Driver,Male,23
NSW,8,May,1997,2,18,Single,60,Driver,Male,17
QLD,8,May,1997,7,0,Single,100,Passenger,Male,20
QLD,8,May,1997,10,0,Multiple,60,Driver,Female,18
QLD,8,May,1997,10,0,Multiple,60,Passenger,Male,19
VIC,8,May,1997,21,0,Pedestrian,60,Pedestrian,Male,71
VIC,8,May,1997,23,55,Multiple,60,Motor cycle rider,Male,24
NT,9,May,1997,4,10,Multiple,80,Driver,Male,33
NSW,9,May,1997,15,15,Multiple,60,Motor cycle rider,Male,44
NSW,9,May,1997,16,40,Pedestrian,60,Pedestrian,Male,76
NSW,9,May,1997,18,50,Pedestrian,60,Pedestrian,Female,54
QLD,9,May,1997,22,0,Single,100,Passenger,Male,17
VIC,10,May,1997,3,50,Multiple,70,Driver,Male,19
NSW,10,May,1997,5,5,Pedestrian,60,Pedestrian,Male,33
VIC,10,May,1997,5,0,Single,70,Driver,Male,19
QLD,10,May,1997,13,0,Single,100,Passenger,Female,58
SA,10,May,1997,13,0,Multiple,100,Driver,Female,30
QLD,10,May,1997,18,0,Pedestrian,110,Pedestrian,Male,23
NSW,10,May,1997,19,10,Pedestrian,60,Pedestrian,Male,69
VIC,10,May,1997,19,0,Multiple,70,Passenger,Female,29
VIC,10,May,1997,19,0,Multiple,70,Passenger,Male,30
VIC,10,May,1997,20,15,Pedestrian,100,Pedestrian,Male,30
QLD,10,May,1997,23,0,Single,80,Driver,Male,16
TAS,11,May,1997,3,50,Single,100,Driver,Male,21
NSW,11,May,1997,9,40,Multiple,70,Driver,Female,77
NSW,11,May,1997,10,40,Pedestrian,70,Pedestrian,Male,3
QLD,11,May,1997,11,0,Single,100,Motor cycle rider,Male,25
SA,11,May,1997,17,30,Multiple,100,Motor cycle rider,Male,5
WA,11,May,1997,23,0,Single,110,Passenger,Male,37
VIC,12,May,1997,11,40,Multiple,80,Passenger,Female,70
NSW,13,May,1997,16,30,Multiple,100,Driver,Male,70
NSW,13,May,1997,16,30,Multiple,100,Passenger,Male,76
NSW,14,May,1997,13,50,Multiple,70,Driver,Male,67
QLD,15,May,1997,5,0,Single,60,Driver,Female,28
QLD,15,May,1997,17,0,Pedestrian,60,Pedestrian,Male,1
SA,15,May,1997,20,15,Multiple,100,Driver,Male,25
VIC,15,May,1997,21,20,Multiple,60,Passenger,Female,27
NSW,15,May,1997,23,10,Single,110,Driver,Male,40
NSW,16,May,1997,2,55,Single,60,Passenger,Male,26
QLD,16,May,1997,8,0,Single,80,Driver,Male,24
QLD,16,May,1997,14,0,Single,100,Driver,Female,22
NSW,16,May,1997,17,30,Pedestrian,60,Pedestrian,Female,73
VIC,16,May,1997,20,50,Pedestrian,80,Pedestrian,Male,48
WA,16,May,1997,20,30,Single,60,Passenger,Male,18
VIC,17,May,1997,11,0,Pedestrian,70,Pedestrian,Female,87
VIC,17,May,1997,14,0,Single,100,Driver,Male,19
NSW,17,May,1997,20,5,Pedestrian,100,Pedestrian,Male,28
QLD,17,May,1997,22,0,Single,60,Passenger,Female,18
QLD,17,May,1997,23,0,Multiple,100,Driver,Male,19
QLD,17,May,1997,23,0,Multiple,100,Passenger,Male,18
NSW,18,May,1997,14,30,Multiple,60,Passenger,Female,69
NSW,18,May,1997,16,40,Single,100,Driver,Female,60
NSW,18,May,1997,20,0,Single,100,Passenger,Male,27
NSW,19,May,1997,5,45,Single,100,Driver,Male,41
SA,19,May,1997,9,30,Multiple,100,Driver,Male,24
QLD,19,May,1997,10,0,Multiple,60,Bicyclist,Male,17
VIC,19,May,1997,15,35,Multiple,60,Passenger,Female,50
NT,19,May,1997,18,12,Pedestrian,60,Pedestrian,Male,37
NSW,20,May,1997,8,20,Pedestrian,60,Pedestrian,Female,71
TAS,20,May,1997,13,24,Multiple,100,Bicyclist,Male,34
NT,20,May,1997,13,45,Single,Unlimited,Driver,Male,52
NT,20,May,1997,13,45,Single,Unlimited,Passenger,Female,50
QLD,20,May,1997,19,0,Single,100,Motor cycle rider,Male,43
NSW,20,May,1997,20,15,Single,110,Driver,Male,29
SA,21,May,1997,12,30,Single,110,Driver,Female,77
VIC,21,May,1997,19,45,Pedestrian,60,Pedestrian,Female,61
NSW,21,May,1997,23,50,Pedestrian,70,Pedestrian,Male,32
VIC,22,May,1997,0,45,Single,80,Driver,Male,37
NSW,22,May,1997,8,5,Pedestrian,60,Pedestrian,Female,84
VIC,22,May,1997,16,0,Pedestrian,60,Pedestrian,Male,31
WA,23,May,1997,7,0,Pedestrian,110,Pedestrian,Male,34
NSW,23,May,1997,12,18,Multiple,60,Driver,Male,22
VIC,23,May,1997,19,50,Pedestrian,100,Pedestrian,Male,29
VIC,23,May,1997,21,5,Single,100,Driver,Male,23
NSW,24,May,1997,4,30,Pedestrian,60,Pedestrian,Male,34
NSW,24,May,1997,9,30,Multiple,80,Passenger,Female,68
VIC,24,May,1997,10,30,Pedestrian,80,Pedestrian,Male,71
NSW,24,May,1997,12,12,Single,60,Motor cycle rider,Male,21
NSW,24,May,1997,16,53,Single,60,Passenger,Female,5
NSW,24,May,1997,18,30,Multiple,70,Driver,Male,23
NSW,24,May,1997,18,30,Multiple,70,Passenger,Male,2
QLD,24,May,1997,23,0,Multiple,100,Driver,Female,20
SA,24,May,1997,23,55,Single,70,Driver,Male,18
NSW,25,May,1997,1,20,Single,100,Driver,Male,20
NSW,25,May,1997,15,30,Multiple,100,Motor cycle rider,Male,58
VIC,25,May,1997,21,0,Single,100,Motor cycle rider,Male,19
QLD,25,May,1997,21,0,Single,60,Driver,Male,25
NSW,26,May,1997,7,12,Single,100,Driver,Male,38
NSW,26,May,1997,7,10,Multiple,60,Driver,Male,39
NSW,26,May,1997,13,10,Multiple,60,Driver,Female,27
QLD,26,May,1997,16,0,Multiple,60,Motor cycle rider,Male,28
VIC,26,May,1997,17,20,Pedestrian,90,Pedestrian,Female,76
QLD,27,May,1997,12,0,Single,80,Motor cycle rider,Male,66
VIC,27,May,1997,18,30,Single,100,Driver,Male,53
NSW,27,May,1997,21,25,Single,90,Passenger,Male,23
NSW,27,May,1997,21,25,Single,90,Passenger,Male,21
NSW,28,May,1997,6,45,Multiple,100,Driver,Male,51
VIC,28,May,1997,10,30,Single,100,Passenger,Female,81
VIC,28,May,1997,10,30,Single,100,Driver,Male,85
NSW,28,May,1997,11,54,Multiple,60,Driver,Male,82
ACT,28,May,1997,12,45,Single,-9,Motor cycle rider,Male,21
VIC,28,May,1997,16,27,Multiple,60,Driver,Female,35
TAS,29,May,1997,13,30,Single,100,Driver,Male,37
VIC,29,May,1997,15,30,Multiple,60,Driver,Male,18
TAS,29,May,1997,15,5,Single,100,Driver,Female,18
WA,29,May,1997,16,10,Multiple,70,Motor cycle rider,Male,39
NSW,29,May,1997,18,55,Multiple,110,Passenger,Female,21
QLD,29,May,1997,18,0,Multiple,100,Driver,Female,34
NSW,30,May,1997,2,18,Pedestrian,70,Pedestrian,Male,62
SA,30,May,1997,9,40,Multiple,60,Driver,Female,74
VIC,30,May,1997,11,10,Pedestrian,60,Pedestrian,Male,45
NSW,30,May,1997,18,35,Pedestrian,60,Pedestrian,Female,82
QLD,30,May,1997,18,0,Pedestrian,60,Pedestrian,Male,66
QLD,30,May,1997,19,0,Multiple,80,Driver,Female,56
WA,30,May,1997,19,43,Pedestrian,60,Pedestrian,Female,57
WA,30,May,1997,20,15,Pedestrian,60,Pedestrian,Male,49
SA,30,May,1997,21,45,Single,100,Driver,Male,16
SA,31,May,1997,4,30,Single,100,Driver,Female,33
NSW,31,May,1997,5,7,Single,60,Driver,Male,31
NSW,31,May,1997,7,30,Multiple,70,Driver,Female,46
QLD,31,May,1997,8,0,Single,100,Driver,Male,23
NSW,31,May,1997,18,0,Multiple,80,Passenger,Female,89
QLD,31,May,1997,20,0,Pedestrian,60,Pedestrian,Female,72
QLD,31,May,1997,20,0,Pedestrian,60,Pedestrian,Male,71
QLD,31,May,1997,21,0,Multiple,80,Bicyclist,Male,39
VIC,1,May,1996,1,55,Multiple,60,Driver,Female,18
NSW,1,May,1996,5,15,Multiple,110,Driver,Male,35
SA,1,May,1996,10,0,Pedestrian,60,Pedestrian,Male,80
NSW,1,May,1996,12,40,Multiple,80,Driver,Male,22
VIC,1,May,1996,16,10,Multiple,90,Motor cycle rider,Male,36
NSW,1,May,1996,17,20,Pedestrian,60,Pedestrian,Female,57
NT,1,May,1996,17,45,Single,Unlimited,Passenger,Male,70
WA,1,May,1996,20,30,Single,110,Driver,Female,18
WA,1,May,1996,20,30,Single,110,Passenger,Female,15
WA,1,May,1996,20,30,Single,110,Passenger,Female,15
WA,1,May,1996,20,30,Single,110,Passenger,Male,17
WA,1,May,1996,20,30,Single,110,Passenger,Male,19
WA,1,May,1996,20,30,Single,110,Passenger,Male,19
NT,2,May,1996,17,0,Single,Unlimited,Driver,Male,25
NSW,3,May,1996,7,40,Single,60,Passenger,Male,22
WA,3,May,1996,10,20,Single,110,Driver,Male,49
NSW,3,May,1996,14,40,Multiple,80,Driver,Male,57
TAS,3,May,1996,17,45,Single,100,Driver,Female,47
QLD,3,May,1996,22,0,Single,100,Driver,Male,30
NSW,3,May,1996,23,30,Multiple,100,Driver,Male,36
NT,4,May,1996,0,23,Multiple,70,Passenger,Male,27
VIC,4,May,1996,2,10,Single,70,Driver,Male,41
NSW,4,May,1996,4,10,Single,80,Driver,Male,19
NSW,4,May,1996,4,55,Pedestrian,80,Pedestrian,Male,31
VIC,4,May,1996,4,40,Single,100,Driver,Male,22
NT,4,May,1996,19,45,Single,70,Driver,Male,41
NSW,4,May,1996,20,45,Multiple,60,Driver,Male,41
SA,4,May,1996,22,30,Multiple,110,Passenger,Female,9
VIC,4,May,1996,23,50,Single,80,Driver,Male,35
SA,5,May,1996,0,5,Single,110,Driver,Male,31
QLD,5,May,1996,1,0,Single,60,Passenger,Male,21
ACT,5,May,1996,7,28,Multiple,-9,Driver,Male,49
ACT,5,May,1996,7,28,Multiple,-9,Driver,Male,24
NSW,5,May,1996,13,0,Single,100,Driver,Male,16
VIC,5,May,1996,15,0,Single,40,Driver,Male,23
TAS,5,May,1996,17,10,Single,100,Driver,Male,21
VIC,6,May,1996,8,0,Pedestrian,60,Pedestrian,Male,80
VIC,6,May,1996,9,25,Multiple,100,Passenger,Female,68
VIC,6,May,1996,9,25,Multiple,100,Driver,Male,70
VIC,6,May,1996,11,25,Multiple,60,Driver,Female,77
WA,6,May,1996,17,17,Multiple,110,Driver,Male,58
NSW,6,May,1996,23,0,Pedestrian,60,Pedestrian,Male,79
NT,7,May,1996,12,27,Multiple,Unlimited,Driver,Male,45
NT,7,May,1996,12,27,Multiple,Unlimited,Passenger,Female,46
NT,7,May,1996,12,27,Multiple,Unlimited,Passenger,Female,10
NT,7,May,1996,12,27,Multiple,Unlimited,Passenger,Male,9
QLD,7,May,1996,13,0,Multiple,100,Driver,Female,46
NSW,7,May,1996,14,15,Multiple,60,Driver,Female,66
VIC,7,May,1996,18,0,Pedestrian,70,Pedestrian,Male,2
QLD,7,May,1996,18,0,Multiple,60,Bicyclist,Male,14
QLD,8,May,1996,8,0,Multiple,80,Bicyclist,Male,14
SA,9,May,1996,11,15,Single,110,Passenger,Female,88
NSW,9,May,1996,16,10,Multiple,60,Driver,Female,76
NSW,9,May,1996,17,35,Multiple,80,Bicyclist,Male,8
QLD,10,May,1996,3,0,Single,100,Driver,Male,19
QLD,10,May,1996,5,0,Single,60,Passenger,Male,23
QLD,10,May,1996,15,0,Multiple,100,Driver,Male,55
SA,10,May,1996,15,35,Pedestrian,60,Pedestrian,Female,76
NSW,10,May,1996,16,45,Multiple,100,Motor cycle rider,Male,50
NSW,10,May,1996,16,45,Multiple,100,Motor cycle pillion passenger,Female,22
QLD,10,May,1996,17,0,Multiple,60,Passenger,Male,86
SA,10,May,1996,18,20,Pedestrian,60,Pedestrian,Female,9
VIC,10,May,1996,21,45,Multiple,60,Driver,Male,23
NSW,10,May,1996,22,10,Single,100,Driver,Male,23
TAS,11,May,1996,12,50,Multiple,110,Driver,Male,27
QLD,11,May,1996,18,0,Single,100,Driver,Male,23
NSW,11,May,1996,22,0,Single,100,Driver,Male,16
NSW,11,May,1996,22,0,Single,100,Passenger,Male,18
NSW,11,May,1996,23,30,Single,80,Driver,Male,37
NSW,12,May,1996,0,5,Single,100,Driver,Male,34
QLD,12,May,1996,0,0,Single,100,Motor cycle rider,Male,32
NSW,12,May,1996,3,50,Pedestrian,70,Pedestrian,Male,70
VIC,12,May,1996,3,54,Single,100,Driver,Male,18
QLD,12,May,1996,7,0,Single,60,Motor cycle pillion passenger,Female,42
QLD,12,May,1996,9,0,Multiple,60,Motor cycle rider,Male,36
QLD,12,May,1996,9,0,Multiple,60,Motor cycle pillion passenger,Female,41
NSW,12,May,1996,12,10,Single,100,Driver,Male,73
VIC,12,May,1996,13,20,Multiple,100,Driver,Female,20
NSW,13,May,1996,7,45,Multiple,90,Driver,Female,32
QLD,13,May,1996,8,0,Pedestrian,60,Pedestrian,Female,48
NSW,13,May,1996,15,30,Single,100,Passenger,Male,29
NSW,13,May,1996,17,45,Single,60,Passenger,Male,14
NSW,14,May,1996,6,5,Pedestrian,60,Pedestrian,Male,78
SA,14,May,1996,6,45,Multiple,60,Motor cycle rider,Male,44
ACT,14,May,1996,13,35,Pedestrian,-9,Pedestrian,Male,81
QLD,14,May,1996,14,0,Single,100,Driver,Female,55
VIC,14,May,1996,17,50,Pedestrian,60,Pedestrian,Female,1
VIC,14,May,1996,18,20,Single,100,Driver,Male,29
WA,15,May,1996,17,0,Single,110,Motor cycle rider,Male,45
VIC,16,May,1996,8,0,Single,100,Driver,Male,52
SA,16,May,1996,17,35,Pedestrian,60,Pedestrian,Male,75
VIC,17,May,1996,20,15,Pedestrian,100,Pedestrian,Female,31
SA,17,May,1996,23,30,Single,100,Driver,Male,43
NSW,18,May,1996,0,45,Single,80,Passenger,Male,18
NT,18,May,1996,0,30,Single,Unlimited,Driver,Male,24
NSW,18,May,1996,4,30,Single,80,Driver,Female,24
SA,18,May,1996,9,0,Multiple,60,Driver,Female,56
NSW,18,May,1996,18,30,Multiple,100,Passenger,Female,21
VIC,18,May,1996,20,30,Multiple,60,Motor cycle rider,Male,18
NT,18,May,1996,22,30,Single,Unlimited,Passenger,Male,4
QLD,19,May,1996,3,0,Single,100,Driver,Male,38
SA,19,May,1996,6,15,Pedestrian,100,Pedestrian,Male,71
WA,19,May,1996,10,12,Multiple,110,Motor cycle rider,Male,21
WA,19,May,1996,10,12,Multiple,110,Motor cycle rider,Male,22
NSW,19,May,1996,12,20,Multiple,60,Motor cycle rider,Male,23
NSW,19,May,1996,18,10,Pedestrian,70,Pedestrian,Male,75
VIC,19,May,1996,19,25,Single,100,Driver,Male,34
NSW,20,May,1996,11,45,Single,60,Passenger,Male,17
QLD,20,May,1996,14,0,Multiple,60,Driver,Male,71
QLD,20,May,1996,18,0,Pedestrian,100,Pedestrian,Male,63
QLD,21,May,1996,5,0,Multiple,60,Motor cycle rider,Male,19
QLD,21,May,1996,8,0,Multiple,100,Motor cycle rider,Male,18
WA,21,May,1996,11,35,Pedestrian,110,Pedestrian,Male,65
QLD,21,May,1996,13,0,Pedestrian,110,Pedestrian,Male,27
SA,21,May,1996,13,45,Single,80,Motor cycle rider,Male,21
VIC,21,May,1996,15,30,Pedestrian,70,Pedestrian,Male,86
QLD,21,May,1996,15,0,Single,100,Driver,Male,38
NSW,22,May,1996,19,30,Pedestrian,60,Pedestrian,Male,8
NSW,22,May,1996,21,10,Pedestrian,60,Pedestrian,Male,59
NSW,22,May,1996,23,30,Pedestrian,70,Pedestrian,Male,28
QLD,23,May,1996,10,0,Multiple,60,Passenger,Female,80
QLD,23,May,1996,11,0,Multiple,40,Driver,Male,26
NSW,23,May,1996,14,15,Pedestrian,60,Pedestrian,Male,78
NSW,24,May,1996,15,30,Multiple,60,Driver,Female,42
QLD,24,May,1996,18,0,Pedestrian,60,Pedestrian,Male,56
VIC,25,May,1996,18,3,Multiple,60,Motor cycle rider,Male,24
WA,25,May,1996,19,5,Pedestrian,70,Pedestrian,Male,86
VIC,25,May,1996,23,0,Pedestrian,100,Pedestrian,Male,25
NSW,26,May,1996,17,10,Multiple,60,Bicyclist,Male,15
VIC,27,May,1996,17,15,Multiple,100,Driver,Female,13
NSW,28,May,1996,5,50,Pedestrian,60,Pedestrian,Male,22
NSW,28,May,1996,7,0,Single,100,Driver,Male,44
NSW,28,May,1996,8,40,Single,100,Passenger,Female,4
QLD,28,May,1996,17,0,Multiple,60,Bicyclist,Male,10
VIC,29,May,1996,4,30,Multiple,100,Driver,Male,48
VIC,29,May,1996,4,30,Multiple,100,Driver,Male,23
NSW,29,May,1996,6,10,Multiple,110,Driver,Male,38
VIC,29,May,1996,8,15,Multiple,100,Driver,Female,46
QLD,29,May,1996,10,0,Multiple,80,Driver,Male,84
QLD,29,May,1996,10,0,Multiple,80,Passenger,Female,82
NSW,29,May,1996,14,30,Single,100,Driver,Female,77
NSW,29,May,1996,15,30,Pedestrian,60,Pedestrian,Female,10
QLD,29,May,1996,19,0,Pedestrian,60,Pedestrian,Female,35
NT,29,May,1996,20,30,Multiple,70,Motor cycle rider,Male,35
QLD,30,May,1996,0,0,Pedestrian,60,Pedestrian,Female,20
WA,30,May,1996,2,15,Single,110,Driver,Male,21
NSW,30,May,1996,11,50,Pedestrian,60,Pedestrian,Male,79
VIC,31,May,1996,1,15,Single,100,Driver,Male,24
NT,31,May,1996,6,25,Multiple,Unlimited,Driver,Male,50
WA,31,May,1996,12,50,Single,110,Driver,Female,23
QLD,31,May,1996,14,0,Single,110,Passenger,Male,56
SA,31,May,1996,15,20,Multiple,60,Passenger,Female,78
NSW,31,May,1996,23,45,Single,100,Driver,Male,36
NSW,31,May,1996,23,5,Single,70,Driver,Male,66
QLD,1,May,1995,0,0,Single,60,Driver,Male,32
VIC,1,May,1995,12,43,Multiple,60,Passenger,Male,4
VIC,1,May,1995,12,43,Multiple,60,Passenger,Female,2
VIC,1,May,1995,18,20,Pedestrian,60,Pedestrian,Male,74
VIC,1,May,1995,21,5,Multiple,60,Bicyclist,Female,30
SA,2,May,1995,1,50,Pedestrian,80,Pedestrian,Male,32
SA,2,May,1995,11,20,Pedestrian,60,Pedestrian,Female,78
VIC,2,May,1995,20,15,Multiple,60,Motor cycle rider,Male,24
VIC,2,May,1995,23,0,Multiple,100,Driver,Male,23
SA,3,May,1995,1,30,Pedestrian,60,Pedestrian,Male,89
NSW,3,May,1995,7,50,Single,100,Driver,Male,19
NSW,3,May,1995,7,0,Multiple,80,Bicyclist,Male,75
NSW,3,May,1995,8,50,Multiple,100,Driver,Female,24
NSW,4,May,1995,6,40,Pedestrian,60,Pedestrian,Male,71
NT,4,May,1995,15,0,Single,Unlimited,Passenger,Male,24
VIC,4,May,1995,18,45,Single,60,Driver,Female,65
QLD,4,May,1995,18,0,Multiple,60,Motor cycle rider,Male,33
VIC,4,May,1995,21,25,Pedestrian,60,Pedestrian,Female,33
WA,4,May,1995,21,0,Pedestrian,70,Pedestrian,Male,47
NSW,5,May,1995,9,25,Pedestrian,60,Pedestrian,Female,74
VIC,5,May,1995,11,40,Multiple,100,Passenger,Female,66
QLD,5,May,1995,11,0,Multiple,100,Driver,Male,53
NSW,5,May,1995,15,15,Multiple,70,Driver,Male,72
VIC,5,May,1995,15,45,Multiple,100,Passenger,Female,45
VIC,5,May,1995,15,45,Multiple,100,Driver,Male,47
QLD,5,May,1995,17,0,Pedestrian,70,Pedestrian,Male,8
VIC,5,May,1995,18,45,Pedestrian,60,Pedestrian,Male,10
QLD,5,May,1995,21,0,Single,60,Passenger,Male,18
QLD,5,May,1995,21,0,Single,60,Passenger,Male,18
NT,5,May,1995,21,0,Pedestrian,40,Pedestrian,Male,30
NSW,6,May,1995,2,50,Single,80,Driver,Male,23
QLD,6,May,1995,4,0,Multiple,40,Motor cycle rider,Male,21
NSW,6,May,1995,15,30,Single,100,Motor cycle rider,Male,36
WA,6,May,1995,18,10,Multiple,80,Driver,Male,60
WA,6,May,1995,23,30,Single,60,Motor cycle pillion passenger,Male,22
VIC,7,May,1995,6,50,Single,100,Driver,Male,27
QLD,7,May,1995,7,0,Single,100,Passenger,Male,62
QLD,7,May,1995,10,0,Single,100,Motor cycle rider,Male,25
WA,7,May,1995,13,35,Multiple,80,Motor cycle pillion passenger,Male,23
NSW,7,May,1995,16,0,Single,60,Driver,Male,63
TAS,7,May,1995,18,45,Pedestrian,60,Pedestrian,Female,68
WA,8,May,1995,0,30,Single,110,Driver,Male,22
SA,8,May,1995,5,50,Multiple,100,Bicyclist,Male,28
NSW,8,May,1995,18,0,Multiple,80,Driver,Female,48
WA,9,May,1995,12,10,Single,110,Passenger,Female,65
QLD,9,May,1995,16,0,Multiple,80,Driver,Male,55
QLD,9,May,1995,16,0,Pedestrian,60,Pedestrian,Female,45
NSW,9,May,1995,17,50,Pedestrian,60,Pedestrian,Male,79
NSW,10,May,1995,1,30,Multiple,100,Driver,Male,25
SA,10,May,1995,6,15,Multiple,110,Driver,Male,19
SA,10,May,1995,6,15,Multiple,110,Passenger,Male,19
SA,10,May,1995,6,15,Multiple,110,Passenger,Female,18
SA,10,May,1995,6,15,Multiple,110,Passenger,Male,19
QLD,10,May,1995,12,0,Multiple,100,Driver,Female,34
VIC,10,May,1995,21,20,Pedestrian,100,Pedestrian,Male,48
SA,11,May,1995,11,45,Pedestrian,60,Pedestrian,Male,35
NSW,11,May,1995,17,2,Multiple,60,Bicyclist,Male,24
NT,11,May,1995,21,5,Pedestrian,100,Pedestrian,Female,29
QLD,12,May,1995,8,0,Multiple,100,Driver,Male,39
NSW,12,May,1995,13,20,Multiple,100,Driver,Male,58
NSW,12,May,1995,15,30,Single,80,Driver,Male,36
NT,12,May,1995,15,30,Single,100,Passenger,Male,23
QLD,12,May,1995,16,0,Pedestrian,60,Pedestrian,Male,4
NSW,12,May,1995,19,20,Pedestrian,70,Pedestrian,Male,68
VIC,12,May,1995,20,5,Pedestrian,60,Pedestrian,Male,68
VIC,12,May,1995,23,25,Multiple,80,Passenger,Male,31
NSW,13,May,1995,4,24,Single,60,Passenger,Male,23
SA,13,May,1995,9,5,Single,110,Driver,Female,57
QLD,13,May,1995,12,0,Single,100,Driver,Male,26
QLD,13,May,1995,12,0,Single,100,Passenger,Male,54
QLD,13,May,1995,12,0,Single,100,Passenger,Female,44
QLD,13,May,1995,13,0,Multiple,70,Motor cycle rider,Male,19
SA,13,May,1995,15,30,Pedestrian,60,Pedestrian,Female,63
NSW,13,May,1995,17,50,Pedestrian,60,Pedestrian,Female,62
NSW,13,May,1995,17,50,Pedestrian,60,Pedestrian,Female,66
NSW,13,May,1995,17,45,Pedestrian,60,Pedestrian,Male,77
VIC,13,May,1995,18,40,Pedestrian,100,Pedestrian,Male,49
TAS,13,May,1995,21,10,Single,60,Passenger,Female,43
NSW,14,May,1995,1,15,Multiple,80,Motor cycle rider,Male,22
WA,14,May,1995,1,0,Single,60,Passenger,Male,20
TAS,14,May,1995,1,10,Multiple,100,Passenger,Male,17
QLD,14,May,1995,4,0,Single,100,Passenger,Male,19
WA,14,May,1995,12,0,Single,70,Motor cycle rider,Female,43
WA,14,May,1995,22,20,Single,60,Passenger,Male,29
QLD,15,May,1995,7,0,Single,100,Driver,Male,51
QLD,15,May,1995,8,0,Multiple,100,Driver,Male,30
TAS,15,May,1995,8,20,Multiple,100,Passenger,Female,27
NSW,16,May,1995,15,50,Multiple,60,Driver,Male,34
NSW,17,May,1995,5,30,Multiple,100,Passenger,Female,41
NSW,17,May,1995,6,15,Pedestrian,60,Pedestrian,Male,80
NSW,17,May,1995,8,15,Multiple,80,Driver,Male,32
NSW,17,May,1995,15,45,Multiple,110,Driver,Male,76
QLD,18,May,1995,13,0,Multiple,100,Passenger,Female,59
TAS,18,May,1995,16,5,Pedestrian,60,Pedestrian,Male,66
QLD,19,May,1995,1,0,Single,60,Driver,Male,27
