State,Day,Month,Year,Hour,Minute,Crash_Type,Speed_Limit,Road_User,Gender,Age
NSW,1,May,2008,13,10,Pedestrian,80,Pedestrian,Male,47
NSW,1,May,2008,15,35,Multiple,100,Motor cycle rider,Male,34
WA,1,May,2008,18,30,Pedestrian,110,Pedestrian,Female,37
WA,1,May,2008,18,15,Multiple,110,Motor cycle rider,Female,25
VIC,2,May,2008,13,25,Multiple,80,Driver,Female,79
VIC,2,May,2008,17,0,Multiple,100,Passenger,Male,74
VIC,2,May,2008,17,0,Multiple,100,Driver,Male,78
NT,2,May,2008,19,38,Pedestrian,100,Pedestrian,Male,41
TAS,2,May,2008,21,20,Multiple,110,Driver,Male,41
NSW,3,May,2008,8,30,Pedestrian,110,Pedestrian,Male,76
SA,3,May,2008,8,0,Multiple,60,Driver,Female,20
WA,3,May,2008,12,32,Multiple,110,Driver,Male,73
WA,3,May,2008,12,32,Multiple,110,Passenger,Female,56
NSW,3,May,2008,13,55,Multiple,80,Motor cycle rider,Male,44
NSW,3,May,2008,15,20,Single,110,Driver,Male,33
VIC,3,May,2008,20,45,Single,100,Driver,Male,20
NT,4,May,2008,17,48,Single,-9,Passenger,Female,50
VIC,4,May,2008,20,0,Single,100,Driver,Female,26
NSW,5,May,2008,7,15,Multiple,70,Driver,Female,36
NSW,5,May,2008,12,15,Single,100,Driver,Female,79
NSW,5,May,2008,12,6,Multiple,50,Driver,Male,79
NSW,5,May,2008,21,45,Single,80,Motor cycle pillion passenger,Female,19
VIC,6,May,2008,4,30,Single,100,Driver,Male,47
NT,6,May,2008,6,50,Single,130,Driver,Female,53
NSW,6,May,2008,8,50,Pedestrian,50,Pedestrian,Male,27
QLD,6,May,2008,16,0,Multiple,60,Bicyclist,Male,56
VIC,6,May,2008,20,8,Pedestrian,110,Pedestrian,Female,45
QLD,6,May,2008,22,0,Single,50,Driver,Male,39
NT,7,May,2008,1,46,Pedestrian,80,Pedestrian,Male,43
WA,7,May,2008,8,50,Multiple,60,Driver,Female,85
TAS,7,May,2008,15,44,Multiple,100,Driver,Male,27
ACT,7,May,2008,17,45,Pedestrian,60,Pedestrian,Female,83
NT,7,May,2008,22,30,Single,20,Motor cycle rider,Male,23
WA,8,May,2008,16,55,Multiple,110,Driver,Male,41
QLD,8,May,2008,20,0,Single,100,Driver,Male,49
QLD,8,May,2008,22,0,Multiple,60,Motor cycle rider,Female,19
NSW,9,May,2008,19,55,Single,100,Driver,Male,44
NSW,9,May,2008,21,30,Single,50,Motor cycle rider,Male,17
QLD,9,May,2008,23,0,Pedestrian,110,Pedestrian,Male,27
WA,10,May,2008,2,14,Single,60,Driver,Male,17
VIC,11,May,2008,0,5,Pedestrian,100,Pedestrian,Male,22
WA,11,May,2008,12,15,Single,110,Driver,Male,24
VIC,11,May,2008,16,0,Single,100,Driver,Male,45
NSW,12,May,2008,15,30,Multiple,100,Driver,Female,52
TAS,12,May,2008,16,10,Multiple,70,Motor cycle rider,Male,18
QLD,12,May,2008,19,0,Multiple,70,Motor cycle rider,Male,36
WA,13,May,2008,4,0,Single,50,Motor cycle rider,Male,23
VIC,13,May,2008,16,28,Multiple,70,Driver,Female,27
SA,13,May,2008,20,50,Multiple,100,Driver,Female,53
VIC,13,May,2008,22,30,Single,100,Motor cycle rider,Male,34
ACT,13,May,2008,23,23,Single,60,Motor cycle rider,Male,32
QLD,14,May,2008,0,0,Single,60,Motor cycle rider,Male,24
NSW,14,May,2008,5,0,Single,110,Driver,Male,63
QLD,14,May,2008,23,0,Single,80,Driver,Male,60
SA,15,May,2008,9,30,Multiple,90,Driver,Male,74
QLD,15,May,2008,22,0,Single,60,Driver,Male,17
NSW,16,May,2008,13,0,Multiple,80,Motor cycle rider,Male,46
VIC,16,May,2008,14,8,Multiple,60,Passenger,Male,20
VIC,16,May,2008,14,8,Multiple,60,Driver,Male,18
VIC,16,May,2008,15,0,Single,100,Driver,Female,42
NSW,16,May,2008,23,40,Single,60,Driver,Male,40
QLD,17,May,2008,2,0,Single,80,Driver,Male,27
VIC,17,May,2008,4,15,Pedestrian,60,Pedestrian,Male,24
NSW,17,May,2008,15,45,Multiple,100,Motor cycle rider,Male,63
NT,17,May,2008,16,15,Single,100,Driver,Female,51
NT,17,May,2008,16,0,Pedestrian,40,Pedestrian,Female,1
WA,17,May,2008,19,19,Pedestrian,90,Pedestrian,Female,46
NT,17,May,2008,22,30,Pedestrian,60,Pedestrian,Male,15
WA,18,May,2008,1,0,Single,110,Driver,Male,39
VIC,18,May,2008,5,50,Single,100,Driver,Male,21
QLD,18,May,2008,15,0,Single,100,Motor cycle pillion passenger,Female,69
VIC,18,May,2008,18,15,Multiple,100,Driver,Female,21
QLD,19,May,2008,12,0,Multiple,110,Driver,Female,85
VIC,19,May,2008,13,15,Single,100,Driver,Female,63
VIC,20,May,2008,18,25,Pedestrian,50,Pedestrian,Male,80
WA,20,May,2008,19,50,Multiple,70,Motor cycle rider,Male,21
WA,21,May,2008,19,10,Pedestrian,50,Pedestrian,Male,50
QLD,22,May,2008,3,0,Pedestrian,50,Pedestrian,Male,25
NSW,22,May,2008,12,15,Multiple,100,Motor cycle rider,Male,42
WA,22,May,2008,18,43,Multiple,60,Passenger,Male,32
QLD,22,May,2008,20,0,Multiple,60,Driver,Male,33
NSW,22,May,2008,21,40,Multiple,60,Motor cycle rider,Male,36
SA,23,May,2008,8,40,Multiple,110,Driver,Female,16
TAS,23,May,2008,8,53,Multiple,110,Driver,Male,59
QLD,23,May,2008,9,0,Multiple,60,Passenger,Female,37
NSW,23,May,2008,19,22,Pedestrian,50,Pedestrian,Male,80
VIC,24,May,2008,1,40,Single,60,Passenger,Male,21
VIC,24,May,2008,1,40,Single,60,Passenger,Female,18
VIC,24,May,2008,4,20,Single,50,Passenger,Male,28
NSW,24,May,2008,13,0,Multiple,60,Motor cycle rider,Male,33
QLD,25,May,2008,10,0,Multiple,100,Driver,Male,49
VIC,25,May,2008,12,25,Multiple,100,Motor cycle rider,Male,45
QLD,25,May,2008,14,0,Single,100,Driver,Female,58
QLD,25,May,2008,21,0,Multiple,70,Driver,Male,17
VIC,27,May,2008,8,56,Single,100,Driver,Male,20
NT,27,May,2008,9,52,Multiple,60,Motor cycle rider,Female,33
NSW,27,May,2008,10,15,Single,100,Driver,Male,43
NSW,27,May,2008,19,35,Pedestrian,110,Pedestrian,Male,83
NSW,28,May,2008,7,55,Multiple,70,Passenger,Male,70
SA,28,May,2008,17,30,Multiple,90,Motor cycle rider,Male,36
NT,28,May,2008,17,55,Pedestrian,20,Pedestrian,Male,1
QLD,29,May,2008,6,0,Single,50,Passenger,Male,45
QLD,29,May,2008,14,0,Single,100,Passenger,Female,79
VIC,29,May,2008,19,30,Pedestrian,60,Pedestrian,Female,75
WA,30,May,2008,8,52,Multiple,80,Bicyclist,Male,84
QLD,31,May,2008,18,0,Multiple,60,Motor cycle rider,Male,17
WA,31,May,2008,22,30,Single,70,Driver,Male,20
NSW,1,May,2007,11,15,Multiple,110,Driver,Female,69
VIC,1,May,2007,16,18,Pedestrian,50,Pedestrian,Male,87
NSW,1,May,2007,19,0,Single,60,Driver,Female,31
VIC,2,May,2007,7,25,Multiple,100,Motor cycle rider,Female,35
QLD,2,May,2007,13,0,Multiple,100,Driver,Male,62
QLD,2,May,2007,13,0,Multiple,100,Passenger,Female,60
QLD,2,May,2007,15,0,Multiple,100,Driver,Female,62
WA,2,May,2007,21,10,Pedestrian,110,Pedestrian,Male,22
QLD,4,May,2007,19,0,Single,100,Driver,Male,25
NT,4,May,2007,22,0,Pedestrian,60,Pedestrian,Female,27
QLD,5,May,2007,1,0,Pedestrian,50,Pedestrian,Female,23
NSW,5,May,2007,15,10,Pedestrian,50,Pedestrian,Male,70
NT,5,May,2007,19,45,Single,100,Driver,Male,32
TAS,5,May,2007,22,15,Pedestrian,100,Pedestrian,Male,17
QLD,6,May,2007,1,0,Single,60,Passenger,Female,23
QLD,6,May,2007,1,0,Single,60,Passenger,Male,31
NSW,6,May,2007,7,20,Multiple,80,Driver,Male,78
NSW,6,May,2007,12,40,Multiple,80,Driver,Female,31
VIC,6,May,2007,16,40,Single,80,Motor cycle rider,Male,25
NSW,7,May,2007,6,40,Multiple,70,Motor cycle rider,Male,34
NSW,7,May,2007,9,55,Multiple,50,Motor cycle rider,Male,32
VIC,7,May,2007,14,40,Pedestrian,80,Pedestrian,Male,76
QLD,7,May,2007,17,0,Single,110,Driver,Male,37
QLD,8,May,2007,10,0,Single,70,Driver,Male,19
NSW,8,May,2007,14,20,Pedestrian,50,Pedestrian,Female,91
NSW,8,May,2007,17,8,Pedestrian,60,Pedestrian,Male,46
WA,8,May,2007,18,5,Single,110,Driver,Female,19
WA,9,May,2007,12,25,Single,90,Driver,Male,41
QLD,9,May,2007,13,0,Single,100,Passenger,Female,11
VIC,9,May,2007,16,45,Single,100,Motor cycle rider,Male,50
VIC,9,May,2007,17,0,Single,100,Driver,Female,63
NSW,9,May,2007,18,50,Pedestrian,100,Pedestrian,Female,29
VIC,10,May,2007,10,20,Pedestrian,50,Pedestrian,Female,60
WA,10,May,2007,14,30,Multiple,100,Motor cycle rider,Male,63
WA,10,May,2007,14,30,Multiple,100,Motor cycle pillion passenger,Female,58
WA,10,May,2007,15,8,Single,90,Driver,Female,60
NSW,10,May,2007,22,54,Single,60,Passenger,Male,18
QLD,11,May,2007,17,0,Single,60,Driver,Male,53
NT,11,May,2007,17,20,Pedestrian,60,Pedestrian,Female,40
NSW,12,May,2007,1,30,Single,80,Driver,Male,29
QLD,12,May,2007,1,0,Multiple,100,Driver,Male,27
QLD,12,May,2007,2,0,Single,100,Driver,Male,25
QLD,12,May,2007,7,0,Multiple,100,Driver,Female,56
SA,12,May,2007,7,46,Single,50,Motor cycle rider,Male,25
WA,12,May,2007,9,45,Single,60,Driver,Male,26
WA,12,May,2007,23,50,Multiple,80,Bicyclist,Male,36
NSW,13,May,2007,1,5,Single,60,Driver,Male,22
NSW,13,May,2007,6,45,Single,110,Driver,Male,23
VIC,15,May,2007,18,14,Multiple,70,Driver,Male,36
VIC,15,May,2007,20,55,Multiple,80,Driver,Male,37
VIC,15,May,2007,20,55,Multiple,80,Driver,Male,25
VIC,16,May,2007,5,40,Multiple,60,Driver,Male,50
QLD,16,May,2007,15,0,Multiple,80,Motor cycle rider,Female,25
WA,16,May,2007,15,16,Multiple,70,Driver,Male,28
WA,16,May,2007,17,50,Multiple,50,Bicyclist,Male,46
NSW,16,May,2007,18,50,Pedestrian,50,Pedestrian,Female,76
VIC,16,May,2007,20,40,Pedestrian,60,Pedestrian,Male,56
VIC,16,May,2007,21,24,Single,60,Motor cycle rider,Male,36
VIC,17,May,2007,0,35,Single,60,Passenger,Female,26
VIC,17,May,2007,0,35,Single,60,Driver,Male,25
WA,17,May,2007,0,7,Single,100,Driver,Male,31
WA,17,May,2007,0,7,Single,100,Passenger,Male,45
WA,17,May,2007,9,30,Single,110,Driver,Male,26
VIC,17,May,2007,13,50,Multiple,80,Passenger,Male,76
VIC,17,May,2007,14,15,Single,80,Driver,Male,65
QLD,17,May,2007,16,0,Single,80,Driver,Male,45
QLD,18,May,2007,9,0,Multiple,40,Bicyclist,Male,54
WA,18,May,2007,14,32,Multiple,60,Driver,Female,34
NSW,18,May,2007,19,10,Multiple,80,Driver,Female,24
QLD,18,May,2007,21,0,Single,60,Motor cycle rider,Male,26
QLD,19,May,2007,0,0,Single,100,Driver,Male,20
QLD,19,May,2007,1,0,Single,100,Driver,Male,24
SA,19,May,2007,1,10,Single,60,Motor cycle rider,Male,19
WA,19,May,2007,22,16,Single,50,Passenger,Male,23
SA,19,May,2007,23,15,Single,100,Passenger,Male,26
SA,19,May,2007,23,15,Single,100,Driver,Male,22
NSW,20,May,2007,0,40,Single,60,Passenger,Male,18
QLD,20,May,2007,5,0,Multiple,100,Driver,Female,61
TAS,20,May,2007,11,10,Multiple,100,Motor cycle rider,Male,39
WA,20,May,2007,12,45,Single,110,Driver,Female,26
QLD,20,May,2007,15,0,Single,60,Motor cycle rider,Male,63
NSW,20,May,2007,16,30,Single,80,Motor cycle rider,Male,20
QLD,20,May,2007,17,0,Multiple,80,Bicyclist,Male,15
VIC,21,May,2007,11,30,Single,100,Driver,Male,48
QLD,21,May,2007,15,0,Pedestrian,80,Pedestrian,Female,51
QLD,21,May,2007,22,0,Single,100,Driver,Female,51
QLD,22,May,2007,5,0,Multiple,100,Driver,Male,59
WA,22,May,2007,6,45,Multiple,90,Driver,Male,18
QLD,22,May,2007,11,0,Multiple,100,Driver,Male,66
QLD,22,May,2007,12,0,Single,100,Driver,Female,34
QLD,22,May,2007,12,0,Single,100,Passenger,Male,37
QLD,22,May,2007,13,0,Multiple,40,Bicyclist,Male,54
NSW,22,May,2007,14,45,Multiple,100,Driver,Male,67
QLD,22,May,2007,14,0,Pedestrian,60,Pedestrian,Female,88
NSW,22,May,2007,20,45,Pedestrian,50,Pedestrian,Female,44
NSW,23,May,2007,10,0,Single,100,Driver,Female,19
QLD,24,May,2007,0,0,Single,80,Motor cycle rider,Male,47
QLD,24,May,2007,0,0,Single,100,Driver,Female,39
VIC,24,May,2007,2,0,Single,100,Driver,Female,57
SA,25,May,2007,0,15,Single,60,Driver,Male,19
SA,25,May,2007,15,10,Multiple,100,Motor cycle rider,Male,32
NSW,25,May,2007,18,44,Multiple,100,Passenger,Female,74
NSW,25,May,2007,18,44,Multiple,100,Driver,Male,76
NSW,25,May,2007,18,44,Multiple,100,Driver,Female,47
SA,25,May,2007,19,40,Single,100,Driver,Male,35
NSW,25,May,2007,22,40,Single,50,Driver,Male,44
NSW,25,May,2007,23,0,Single,60,Driver,Male,39
QLD,26,May,2007,2,0,Single,80,Driver,Male,24
VIC,26,May,2007,4,30,Single,50,Passenger,Male,21
VIC,26,May,2007,11,0,Single,100,Motor cycle rider,Male,20
NSW,26,May,2007,12,0,Pedestrian,50,Pedestrian,Male,76
QLD,26,May,2007,14,0,Single,100,Driver,Male,18
WA,26,May,2007,14,40,Single,110,Driver,Male,38
VIC,26,May,2007,16,25,Single,50,Passenger,Male,18
WA,26,May,2007,20,25,Single,60,Driver,Male,75
QLD,27,May,2007,0,0,Single,100,Driver,Male,39
WA,27,May,2007,2,20,Single,110,Passenger,Male,28
NSW,27,May,2007,5,30,Single,100,Driver,Female,24
ACT,27,May,2007,15,40,Multiple,-9,Motor cycle rider,Male,18
NSW,27,May,2007,19,30,Single,50,Driver,Female,44
NSW,28,May,2007,7,30,Multiple,70,Motor cycle rider,Male,43
QLD,28,May,2007,7,0,Single,60,Driver,Male,58
WA,29,May,2007,10,10,Multiple,110,Driver,Female,31
VIC,29,May,2007,14,0,Single,100,Driver,Male,38
QLD,29,May,2007,14,0,Multiple,80,Motor cycle rider,Male,53
VIC,29,May,2007,22,0,Multiple,100,Passenger,Female,1
SA,30,May,2007,4,46,Single,50,Driver,Male,27
NSW,30,May,2007,10,5,Multiple,50,Driver,Male,73
VIC,30,May,2007,14,30,Single,100,Motor cycle rider,Female,61
QLD,31,May,2007,0,0,Single,110,Driver,Male,40
QLD,31,May,2007,6,0,Single,100,Driver,Male,35
QLD,31,May,2007,14,0,Multiple,100,Driver,Female,53
VIC,31,May,2007,16,8,Pedestrian,100,Pedestrian,Female,14
WA,1,May,2006,13,30,Single,110,Driver,Male,73
WA,1,May,2006,23,30,Single,110,Driver,Female,24
NSW,2,May,2006,16,15,Pedestrian,50,Pedestrian,Female,83
SA,2,May,2006,18,50,Multiple,80,Driver,Male,31
NSW,3,May,2006,0,10,Single,100,Driver,Male,36
VIC,3,May,2006,3,40,Single,100,Driver,Male,30
NSW,3,May,2006,8,40,Single,60,Motor cycle rider,Male,26
WA,3,May,2006,21,40,Multiple,80,Motor cycle rider,Male,34
WA,3,May,2006,21,40,Multiple,80,Motor cycle pillion passenger,Male,27
TAS,3,May,2006,21,55,Multiple,110,Driver,Female,18
TAS,3,May,2006,21,55,Multiple,110,Passenger,Female,19
TAS,3,May,2006,21,55,Multiple,110,Driver,Female,22
TAS,3,May,2006,21,55,Multiple,110,Passenger,Female,21
VIC,4,May,2006,9,16,Multiple,70,Driver,Male,31
NSW,4,May,2006,11,30,Pedestrian,60,Pedestrian,Male,63
QLD,4,May,2006,19,0,Single,100,Passenger,Male,13
QLD,4,May,2006,19,0,Single,100,Driver,Female,17
NSW,4,May,2006,20,4,Single,100,Driver,Male,49
VIC,5,May,2006,0,3,Single,70,Driver,Male,51
WA,5,May,2006,11,30,Multiple,60,Driver,Male,61
SA,5,May,2006,13,5,Multiple,100,Driver,Male,52
QLD,5,May,2006,14,0,Multiple,100,Driver,Male,32
VIC,5,May,2006,16,0,Pedestrian,60,Pedestrian,Female,80
VIC,5,May,2006,21,43,Multiple,100,Driver,Male,17
NSW,6,May,2006,1,0,Single,100,Driver,Male,19
NSW,6,May,2006,3,26,Multiple,60,Driver,Male,29
NSW,6,May,2006,6,45,Single,100,Driver,Male,22
WA,6,May,2006,10,10,Multiple,50,Driver,Male,24
VIC,6,May,2006,15,38,Multiple,80,Driver,Male,76
QLD,6,May,2006,17,0,Multiple,100,Driver,Male,47
QLD,6,May,2006,17,0,Multiple,100,Passenger,Female,44
SA,6,May,2006,22,30,Single,80,Driver,Male,21
NSW,7,May,2006,9,0,Single,100,Motor cycle rider,Female,24
VIC,7,May,2006,9,20,Single,100,Driver,Male,30
WA,7,May,2006,16,30,Multiple,70,Driver,Male,57
VIC,7,May,2006,22,0,Single,100,Driver,Male,56
VIC,8,May,2006,10,3,Multiple,110,Passenger,Male,22
VIC,8,May,2006,10,3,Multiple,110,Driver,Male,21
VIC,8,May,2006,18,20,Multiple,100,Driver,Male,76
TAS,9,May,2006,13,20,Single,50,Driver,Male,73
WA,9,May,2006,22,0,Single,80,Passenger,Female,18
QLD,10,May,2006,11,0,Multiple,50,Driver,Female,35
VIC,10,May,2006,21,30,Multiple,80,Driver,Male,27
NSW,11,May,2006,15,45,Pedestrian,80,Pedestrian,Female,7
NSW,12,May,2006,11,45,Multiple,50,Driver,Male,83
TAS,12,May,2006,16,25,Multiple,60,Passenger,Female,76
QLD,12,May,2006,19,0,Multiple,80,Driver,Male,19
VIC,12,May,2006,21,55,Pedestrian,60,Pedestrian,Male,75
VIC,12,May,2006,22,5,Single,70,Driver,Male,25
QLD,13,May,2006,4,0,Pedestrian,60,Pedestrian,Male,34
QLD,13,May,2006,12,0,Single,60,Motor cycle rider,Male,18
NSW,13,May,2006,14,15,Single,50,Motor cycle rider,Male,37
QLD,13,May,2006,16,0,Single,50,Passenger,Female,18
QLD,13,May,2006,17,0,Multiple,60,Bicyclist,Male,13
WA,13,May,2006,19,10,Multiple,110,Driver,Male,32
QLD,13,May,2006,22,0,Pedestrian,60,Pedestrian,Female,47
NSW,14,May,2006,4,30,Single,60,Passenger,Male,26
QLD,14,May,2006,14,0,Multiple,100,Motor cycle rider,Male,22
QLD,14,May,2006,16,0,Single,40,Motor cycle rider,Male,48
QLD,14,May,2006,20,0,Single,80,Driver,Male,48
NSW,14,May,2006,21,49,Single,80,Driver,Female,37
NSW,14,May,2006,22,0,Multiple,100,Passenger,Male,27
QLD,15,May,2006,5,0,Single,60,Motor cycle rider,Male,35
QLD,15,May,2006,15,0,Single,100,Driver,Male,88
QLD,16,May,2006,13,0,Multiple,70,Driver,Male,34
NT,17,May,2006,7,51,Multiple,100,Driver,Male,42
QLD,17,May,2006,11,0,Single,60,Driver,Male,24
NSW,17,May,2006,15,10,Multiple,100,Driver,Male,63
NSW,18,May,2006,0,20,Single,50,Passenger,Male,23
VIC,18,May,2006,10,52,Multiple,80,Motor cycle rider,Male,25
NSW,19,May,2006,0,25,Single,50,Motor cycle rider,Male,34
VIC,19,May,2006,6,40,Multiple,100,Motor cycle rider,Male,59
QLD,19,May,2006,18,0,Multiple,60,Motor cycle rider,Male,22
QLD,19,May,2006,22,0,Pedestrian,80,Pedestrian,Male,23
SA,20,May,2006,0,50,Single,80,Driver,Male,35
TAS,20,May,2006,4,20,Single,60,Passenger,Male,18
SA,20,May,2006,14,40,Pedestrian,60,Pedestrian,Male,70
WA,20,May,2006,23,45,Single,110,Driver,Female,42
TAS,21,May,2006,0,40,Single,70,Driver,Male,24
VIC,21,May,2006,3,21,Single,70,Driver,Male,39
NSW,21,May,2006,4,35,Single,110,Passenger,Male,22
QLD,21,May,2006,4,0,Single,100,Driver,Male,19
NSW,21,May,2006,11,10,Single,80,Motor cycle rider,Male,51
NSW,21,May,2006,13,52,Single,90,Motor cycle rider,Male,28
QLD,21,May,2006,15,0,Multiple,60,Motor cycle rider,Male,32
SA,21,May,2006,15,30,Multiple,110,Driver,Male,20
WA,21,May,2006,19,20,Multiple,110,Driver,Female,35
QLD,22,May,2006,1,0,Single,50,Passenger,Female,20
QLD,22,May,2006,3,0,Single,100,Motor cycle rider,Male,34
VIC,22,May,2006,8,30,Pedestrian,60,Pedestrian,Female,83
SA,22,May,2006,14,10,Single,100,Driver,Male,47
QLD,23,May,2006,16,0,Multiple,60,Bicyclist,Male,78
VIC,23,May,2006,17,5,Multiple,100,Driver,Male,39
VIC,23,May,2006,17,5,Multiple,100,Driver,Male,35
SA,23,May,2006,18,10,Multiple,50,Motor cycle rider,Male,20
NSW,23,May,2006,19,13,Multiple,70,Driver,Female,21
NSW,24,May,2006,4,15,Pedestrian,110,Pedestrian,Male,72
VIC,24,May,2006,9,53,Multiple,80,Bicyclist,Male,33
SA,24,May,2006,16,0,Multiple,110,Driver,Male,51
NSW,24,May,2006,17,30,Pedestrian,50,Pedestrian,Male,70
VIC,24,May,2006,17,45,Multiple,70,Motor cycle rider,Male,31
NSW,24,May,2006,18,10,Pedestrian,60,Pedestrian,Female,81
TAS,24,May,2006,18,25,Multiple,60,Motor cycle rider,Male,24
VIC,25,May,2006,7,15,Multiple,110,Driver,Male,34
VIC,25,May,2006,8,20,Pedestrian,50,Pedestrian,Male,0
WA,26,May,2006,6,30,Multiple,90,Driver,Male,38
WA,26,May,2006,9,59,Pedestrian,50,Pedestrian,Male,90
NSW,26,May,2006,15,0,Pedestrian,100,Pedestrian,Male,77
ACT,26,May,2006,18,20,Single,-9,Motor cycle rider,Male,28
NSW,26,May,2006,19,0,Single,60,Driver,Male,19
WA,26,May,2006,23,22,Single,50,Passenger,Male,20
QLD,27,May,2006,0,0,Single,100,Driver,Male,22
NSW,27,May,2006,4,0,Single,100,Driver,Male,26
NSW,27,May,2006,4,0,Single,100,Passenger,Male,26
QLD,27,May,2006,11,0,Single,80,Motor cycle rider,Male,36
VIC,28,May,2006,1,35,Pedestrian,50,Pedestrian,Female,49
VIC,28,May,2006,1,35,Pedestrian,50,Pedestrian,Female,47
NSW,28,May,2006,6,30,Multiple,110,Passenger,Male,45
NSW,28,May,2006,6,30,Multiple,110,Driver,Male,43
SA,28,May,2006,8,15,Single,110,Driver,Female,16
NSW,28,May,2006,9,10,Multiple,90,Bicyclist,Male,46
QLD,29,May,2006,5,0,Single,80,Driver,Female,22
NSW,29,May,2006,8,30,Multiple,100,Driver,Male,75
NSW,29,May,2006,13,29,Multiple,50,Motor cycle rider,Male,25
NSW,29,May,2006,18,10,Multiple,100,Bicyclist,Male,38
NSW,30,May,2006,7,20,Multiple,100,Driver,Female,18
VIC,30,May,2006,15,58,Pedestrian,70,Pedestrian,Female,36
NT,30,May,2006,19,15,Pedestrian,60,Pedestrian,Male,42
NSW,31,May,2006,6,15,Multiple,100,Driver,Male,20
SA,31,May,2006,14,35,Multiple,100,Driver,Male,59
WA,31,May,2006,15,50,Multiple,60,Driver,Male,77
SA,31,May,2006,17,45,Pedestrian,70,Pedestrian,Male,58
VIC,1,May,2005,2,0,Multiple,80,Passenger,Female,60
NSW,1,May,2005,3,10,Single,60,Driver,Male,25
WA,1,May,2005,6,0,Single,100,Driver,Male,18
ACT,1,May,2005,15,20,Multiple,-9,Motor cycle rider,Male,35
NSW,1,May,2005,16,30,Multiple,50,Motor cycle rider,Male,33
VIC,1,May,2005,16,40,Single,80,Driver,Female,51
NSW,1,May,2005,17,45,Multiple,80,Motor cycle pillion passenger,Female,15
NSW,1,May,2005,20,40,Single,100,Driver,Male,23
VIC,2,May,2005,10,28,Multiple,80,Driver,Female,53
NSW,2,May,2005,13,0,Single,50,Passenger,Female,85
NSW,2,May,2005,15,50,Single,60,Driver,Female,71
NSW,2,May,2005,15,22,Multiple,100,Driver,Male,81
TAS,2,May,2005,15,30,Multiple,50,Motor cycle rider,Male,42
TAS,3,May,2005,10,57,Multiple,70,Driver,Male,88
NSW,3,May,2005,11,20,Multiple,100,Driver,Male,21
VIC,3,May,2005,18,35,Multiple,100,Driver,Male,28
NSW,3,May,2005,23,30,Pedestrian,100,Pedestrian,Male,43
WA,4,May,2005,6,30,Single,110,Driver,Male,28
NSW,4,May,2005,10,0,Multiple,80,Passenger,Female,1
NSW,4,May,2005,14,58,Pedestrian,60,Pedestrian,Male,88
WA,4,May,2005,15,15,Single,70,Driver,Male,29
NSW,4,May,2005,17,50,Pedestrian,40,Pedestrian,Female,34
QLD,5,May,2005,7,0,Multiple,60,Driver,Male,45
NSW,5,May,2005,8,50,Pedestrian,60,Pedestrian,Male,67
QLD,5,May,2005,12,0,Multiple,60,Driver,Male,85
NSW,5,May,2005,18,35,Multiple,80,Driver,Male,18
NSW,5,May,2005,18,35,Multiple,80,Passenger,Male,19
VIC,6,May,2005,8,50,Multiple,100,Driver,Female,38
NSW,6,May,2005,15,0,Multiple,70,Driver,Male,40
NSW,6,May,2005,21,55,Single,80,Driver,Male,27
VIC,6,May,2005,23,35,Single,50,Passenger,Male,47
QLD,7,May,2005,2,0,Single,100,Driver,Male,35
NSW,7,May,2005,3,0,Single,100,Driver,Male,24
QLD,7,May,2005,4,0,Single,60,Passenger,Male,18
NSW,7,May,2005,8,30,Single,90,Driver,Female,37
VIC,7,May,2005,11,5,Multiple,80,Passenger,Male,79
VIC,7,May,2005,11,5,Multiple,80,Passenger,Female,77
NSW,7,May,2005,13,0,Multiple,100,Motor cycle rider,Male,18
NSW,7,May,2005,13,0,Multiple,100,Motor cycle rider,Male,22
QLD,7,May,2005,15,0,Multiple,100,Driver,Male,53
NSW,7,May,2005,17,40,Single,70,Motor cycle rider,Male,84
WA,7,May,2005,17,30,Single,110,Driver,Male,26
NSW,7,May,2005,22,50,Single,90,Passenger,Female,23
QLD,7,May,2005,23,0,Multiple,60,Passenger,Male,15
QLD,7,May,2005,23,0,Multiple,60,Passenger,Female,16
NSW,8,May,2005,4,20,Single,90,Driver,Male,29
NSW,8,May,2005,11,15,Multiple,100,Driver,Female,76
WA,8,May,2005,15,50,Single,110,Driver,Male,24
NSW,8,May,2005,17,30,Multiple,90,Motor cycle rider,Male,31
TAS,8,May,2005,17,40,Pedestrian,80,Pedestrian,Male,76
VIC,8,May,2005,18,7,Single,90,Motor cycle rider,Male,33
QLD,8,May,2005,18,0,Pedestrian,60,Pedestrian,Male,64
QLD,8,May,2005,21,0,Single,100,Driver,Male,24
NSW,9,May,2005,2,30,Single,100,Driver,Male,41
ACT,10,May,2005,11,47,Multiple,-9,Driver,Female,84
WA,10,May,2005,17,45,Multiple,110,Motor cycle rider,Male,38
VIC,10,May,2005,18,30,Multiple,100,Driver,Male,25
NSW,10,May,2005,21,25,Multiple,50,Motor cycle rider,Male,24
NSW,10,May,2005,23,50,Single,100,Driver,Male,35
NSW,11,May,2005,2,30,Pedestrian,100,Pedestrian,Male,18
NT,11,May,2005,8,53,Single,Unlimited,Passenger,Female,4
QLD,11,May,2005,9,0,Multiple,100,Driver,Male,48
QLD,11,May,2005,9,0,Multiple,100,Passenger,Female,3
NSW,11,May,2005,12,31,Pedestrian,50,Pedestrian,Male,72
VIC,11,May,2005,17,0,Multiple,70,Passenger,Female,91
